Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
23/05/17,walking,walking,2017-05-23T08:11:56+02:00,2017-05-23T08:12:50+02:00,54,0.038,77,2
23/05/17,walking,walking,2017-05-23T08:15:40+02:00,2017-05-23T08:16:00+02:00,20,0.024,10,2
23/05/17,cycling,cycling,2017-05-23T08:16:00+02:00,2017-05-23T08:24:08+02:00,488,1.754,0,50
23/05/17,walking,walking,2017-05-23T08:24:09+02:00,2017-05-23T08:26:33+02:00,144,0.162,216,10
23/05/17,walking,walking,2017-05-23T09:33:16+02:00,2017-05-23T09:33:45+02:00,29,0.014,20,1
23/05/17,walking,walking,2017-05-23T12:07:18+02:00,2017-05-23T12:07:34+02:00,16,0.008,17,1
23/05/17,walking,walking,2017-05-23T12:10:01+02:00,2017-05-23T12:12:52+02:00,171,0.371,309,23
23/05/17,walking,walking,2017-05-23T12:12:53+02:00,2017-05-23T12:17:34+02:00,281,0.317,422,20
23/05/17,walking,walking,2017-05-23T12:38:52+02:00,2017-05-23T12:49:24+02:00,632,0.547,1072,34
23/05/17,walking,walking,2017-05-23T13:19:55+02:00,2017-05-23T13:20:15+02:00,20,0.015,30,1
23/05/17,walking,walking,2017-05-23T15:15:23+02:00,2017-05-23T15:16:26+02:00,63,0.065,131,4
23/05/17,walking,walking,2017-05-23T16:07:21+02:00,2017-05-23T16:09:18+02:00,117,0.091,183,6
23/05/17,transport,transport,2017-05-23T16:15:45+02:00,2017-05-23T16:23:03+02:00,438,1.788,0,0
23/05/17,walking,walking,2017-05-23T16:49:12+02:00,2017-05-23T16:49:15+02:00,3,0.003,6,0
23/05/17,cycling,cycling,2017-05-23T16:49:27+02:00,2017-05-23T16:59:27+02:00,600,2.363,0,67
23/05/17,walking,walking,2017-05-23T17:07:39+02:00,2017-05-23T17:08:47+02:00,68,0.051,103,3
23/05/17,walking,walking,2017-05-23T17:13:38+02:00,2017-05-23T17:17:01+02:00,203,0.200,296,13
23/05/17,walking,walking,2017-05-23T17:17:02+02:00,2017-05-23T17:17:20+02:00,18,0.014,28,1
23/05/17,walking,walking,2017-05-23T17:20:21+02:00,2017-05-23T17:24:16+02:00,235,0.194,299,12
23/05/17,walking,walking,2017-05-23T17:37:53+02:00,2017-05-23T17:39:19+02:00,86,0.065,130,4
23/05/17,cycling,cycling,2017-05-23T18:42:22+02:00,2017-05-23T18:51:51+02:00,569,2.419,0,68
23/05/17,walking,walking,2017-05-23T19:08:07+02:00,2017-05-23T19:09:14+02:00,67,0.050,100,3
23/05/17,cycling,cycling,2017-05-23T19:36:46+02:00,2017-05-23T19:44:17+02:00,451,1.986,0,56
23/05/17,cycling,cycling,2017-05-23T19:53:52+02:00,2017-05-23T20:22:24+02:00,1712,6.444,0,184
23/05/17,running,running,2017-05-23T20:27:57+02:00,2017-05-23T20:29:21+02:00,84,0.089,127,7
23/05/17,walking,walking,2017-05-23T20:30:19+02:00,2017-05-23T20:32:54+02:00,155,0.175,233,11
23/05/17,walking,walking,2017-05-23T20:44:05+02:00,2017-05-23T21:00:10+02:00,965,0.956,1652,60
23/05/17,cycling,cycling,2017-05-23T23:53:17+02:00,2017-05-23T23:59:59+02:00,402,2.836,0,77
