Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
21/08/17,walking,walking,2017-08-21T00:36:34+02:00,2017-08-21T00:37:03+02:00,29,0.014,20,1
21/08/17,walking,walking,2017-08-21T08:06:37+02:00,2017-08-21T08:09:54+02:00,197,0.114,147,7
21/08/17,transport,transport,2017-08-21T08:09:54+02:00,2017-08-21T08:15:44+02:00,350,0.410,0,0
21/08/17,cycling,cycling,2017-08-21T08:15:44+02:00,2017-08-21T08:22:44+02:00,420,1.354,0,39
21/08/17,walking,walking,2017-08-21T08:24:23+02:00,2017-08-21T08:25:14+02:00,51,0.038,77,2
21/08/17,walking,walking,2017-08-21T09:12:40+02:00,2017-08-21T09:13:09+02:00,29,0.020,40,1
21/08/17,walking,walking,2017-08-21T11:02:06+02:00,2017-08-21T11:04:24+02:00,138,0.155,207,10
21/08/17,walking,walking,2017-08-21T12:02:54+02:00,2017-08-21T12:03:25+02:00,31,0.031,63,2
21/08/17,walking,walking,2017-08-21T12:25:05+02:00,2017-08-21T12:32:36+02:00,451,0.508,677,32
21/08/17,walking,walking,2017-08-21T12:59:35+02:00,2017-08-21T13:06:58+02:00,443,0.472,743,30
21/08/17,walking,walking,2017-08-21T16:57:19+02:00,2017-08-21T16:57:47+02:00,28,0.021,43,1
21/08/17,walking,walking,2017-08-21T17:00:00+02:00,2017-08-21T17:00:31+02:00,31,0.017,34,1
21/08/17,walking,walking,2017-08-21T17:09:15+02:00,2017-08-21T17:10:55+02:00,100,0.084,168,5
21/08/17,transport,transport,2017-08-21T17:10:55+02:00,2017-08-21T17:13:19+02:00,144,0.443,0,0
21/08/17,walking,walking,2017-08-21T17:23:57+02:00,2017-08-21T17:24:20+02:00,23,0.017,35,1
21/08/17,walking,walking,2017-08-21T18:32:00+02:00,2017-08-21T18:32:29+02:00,29,0.020,40,1
21/08/17,cycling,cycling,2017-08-21T18:35:00+02:00,2017-08-21T18:41:23+02:00,383,1.606,0,45
21/08/17,walking,walking,2017-08-21T18:48:13+02:00,2017-08-21T18:48:26+02:00,13,0.010,20,1
21/08/17,walking,walking,2017-08-21T18:53:44+02:00,2017-08-21T18:57:59+02:00,255,0.406,357,26
21/08/17,walking,walking,2017-08-21T19:37:43+02:00,2017-08-21T19:38:02+02:00,19,0.015,30,1
21/08/17,walking,walking,2017-08-21T22:10:25+02:00,2017-08-21T22:12:05+02:00,100,0.073,146,5
21/08/17,cycling,cycling,2017-08-21T22:18:42+02:00,2017-08-21T22:26:24+02:00,462,1.982,0,56
21/08/17,walking,walking,2017-08-21T22:26:24+02:00,2017-08-21T22:35:40+02:00,556,0.651,705,41
21/08/17,walking,walking,2017-08-21T22:35:41+02:00,2017-08-21T22:38:13+02:00,152,0.171,228,11
21/08/17,walking,walking,2017-08-21T22:45:27+02:00,2017-08-21T23:01:59+02:00,992,1.074,1564,68
21/08/17,walking,walking,2017-08-21T23:03:25+02:00,2017-08-21T23:13:00+02:00,575,0.647,863,41
