Date,Activity,Group,Start,End,Duration,Distance,Steps,Calories
07/08/17,walking,walking,2017-08-07T01:23:15+02:00,2017-08-07T01:28:25+02:00,310,0.349,466,22
07/08/17,transport,transport,2017-08-07T01:29:18+02:00,2017-08-07T01:44:44+02:00,926,10.521,0,0
07/08/17,walking,walking,2017-08-07T01:45:47+02:00,2017-08-07T01:46:00+02:00,13,0.010,20,1
07/08/17,walking,walking,2017-08-07T10:01:47+02:00,2017-08-07T10:02:59+02:00,72,0.047,94,3
07/08/17,transport,transport,2017-08-07T10:37:50+02:00,2017-08-07T10:58:17+02:00,1227,12.311,0,0
07/08/17,transport,transport,2017-08-07T11:31:58+02:00,2017-08-07T11:36:14+02:00,256,0.801,0,0
07/08/17,walking,walking,2017-08-07T11:36:49+02:00,2017-08-07T11:37:29+02:00,40,0.030,60,2
07/08/17,walking,walking,2017-08-07T12:13:26+02:00,2017-08-07T12:14:15+02:00,49,0.024,45,2
07/08/17,walking,walking,2017-08-07T14:22:26+02:00,2017-08-07T14:23:06+02:00,40,0.030,60,2
07/08/17,transport,transport,2017-08-07T14:25:26+02:00,2017-08-07T14:43:51+02:00,1105,10.948,0,0
07/08/17,walking,walking,2017-08-07T18:25:11+02:00,2017-08-07T18:26:41+02:00,90,0.067,135,4
07/08/17,walking,walking,2017-08-07T19:16:55+02:00,2017-08-07T19:18:03+02:00,68,0.041,83,3
07/08/17,walking,walking,2017-08-07T20:02:33+02:00,2017-08-07T20:03:22+02:00,49,0.030,60,2
07/08/17,walking,walking,2017-08-07T21:17:23+02:00,2017-08-07T21:17:52+02:00,29,0.014,25,1
07/08/17,walking,walking,2017-08-07T23:29:47+02:00,2017-08-07T23:30:16+02:00,29,0.040,80,3
07/08/17,transport,transport,2017-08-07T23:33:10+02:00,2017-08-07T23:47:15+02:00,845,9.354,0,0
07/08/17,walking,walking,2017-08-07T23:47:15+02:00,2017-08-07T23:50:49+02:00,214,0.148,296,9
07/08/17,walking,walking,2017-08-07T23:58:18+02:00,2017-08-07T23:59:02+02:00,44,0.033,66,2
