Date,Type,Name,Start,End,Duration
01/05/17,place,"Place in Omonoia, Athens",2017-05-01T00:00:00+02:00,2017-05-01T00:12:08+02:00,728
01/05/17,move,walking,2017-05-01T00:12:08+02:00,2017-05-01T00:14:56+02:00,168
01/05/17,place,"Place in Omonoia, Athens",2017-05-01T00:14:57+02:00,2017-05-01T01:53:14+02:00,5897
01/05/17,move,transport,2017-05-01T01:53:14+02:00,2017-05-01T02:17:46+02:00,1472
01/05/17,place,Place in Kifisiá,2017-05-01T02:17:47+02:00,2017-05-01T12:15:26+02:00,35859
01/05/17,place,Place in Kifisiá,2017-05-01T12:15:27+02:00,2017-05-01T15:14:15+02:00,10728
01/05/17,move,transport,2017-05-01T15:14:15+02:00,2017-05-01T15:33:59+02:00,1184
01/05/17,place,Place in Kifisiá,2017-05-01T15:34:00+02:00,2017-05-01T15:47:53+02:00,833
01/05/17,move,cycling,2017-05-01T15:47:53+02:00,2017-05-01T16:14:33+02:00,1600
01/05/17,place,Place in Amaroúsion,2017-05-01T16:14:33+02:00,2017-05-01T18:33:40+02:00,8347
01/05/17,move,cycling,2017-05-01T18:33:40+02:00,2017-05-01T19:05:06+02:00,1886
01/05/17,place,"Place in Polygono, Athens",2017-05-01T19:05:07+02:00,2017-05-02T00:00:00+02:00,17693
02/05/17,place,"Place in Polygono, Athens",2017-05-02T00:00:00+02:00,2017-05-02T00:05:52+02:00,352
02/05/17,move,transport,2017-05-02T00:05:52+02:00,2017-05-02T00:13:40+02:00,468
02/05/17,place,"Place in Exarcheia, Athens",2017-05-02T00:13:41+02:00,2017-05-02T01:08:01+02:00,3260
02/05/17,move,transport,2017-05-02T01:08:01+02:00,2017-05-02T01:40:34+02:00,1953
02/05/17,place,Place in Kifisiá,2017-05-02T01:40:35+02:00,2017-05-02T11:16:58+02:00,34583
02/05/17,move,transport,2017-05-02T11:16:58+02:00,2017-05-02T11:23:50+02:00,412
02/05/17,place,Place in Kifisiá,2017-05-02T11:23:51+02:00,2017-05-02T12:14:50+02:00,3059
02/05/17,move,walking,2017-05-02T12:14:50+02:00,2017-05-02T12:18:10+02:00,200
02/05/17,place,Place in Kifisiá,2017-05-02T12:18:10+02:00,2017-05-02T12:27:23+02:00,553
02/05/17,move,transport,2017-05-02T12:27:23+02:00,2017-05-02T12:39:29+02:00,726
02/05/17,place,Place in Kifisiá,2017-05-02T12:39:29+02:00,2017-05-02T14:37:11+02:00,7062
02/05/17,move,transport,2017-05-02T14:37:11+02:00,2017-05-02T15:07:40+02:00,1829
02/05/17,move,walking,2017-05-02T15:07:40+02:00,2017-05-02T15:11:35+02:00,235
02/05/17,place,Place in Khalándrion,2017-05-02T15:11:36+02:00,2017-05-02T15:22:23+02:00,647
02/05/17,place,Place in Khalándrion,2017-05-02T15:22:23+02:00,2017-05-02T20:06:19+02:00,17036
02/05/17,move,walking,2017-05-02T20:06:19+02:00,2017-05-02T20:14:01+02:00,462
02/05/17,move,transport,2017-05-02T20:14:01+02:00,2017-05-02T20:40:03+02:00,1562
02/05/17,place,"Place in Sýntagma, Athens",2017-05-02T20:40:04+02:00,2017-05-02T20:42:38+02:00,154
02/05/17,move,walking,2017-05-02T20:42:38+02:00,2017-05-02T20:47:58+02:00,320
02/05/17,place,"Place in Sýntagma, Athens",2017-05-02T20:47:59+02:00,2017-05-02T20:56:59+02:00,540
02/05/17,place,"Place in Sýntagma, Athens",2017-05-02T20:57:00+02:00,2017-05-03T00:00:00+02:00,10980
03/05/17,place,"Place in Sýntagma, Athens",2017-05-03T00:00:00+02:00,2017-05-03T00:22:46+02:00,1366
03/05/17,move,transport,2017-05-03T00:22:46+02:00,2017-05-03T00:53:44+02:00,1858
03/05/17,place,Place in Kifisiá,2017-05-03T00:53:45+02:00,2017-05-03T16:37:53+02:00,56648
03/05/17,move,transport,2017-05-03T16:37:53+02:00,2017-05-03T17:19:22+02:00,2489
03/05/17,place,"Place in Αμπελόκηποι, Athens",2017-05-03T17:24:57+02:00,2017-05-03T19:25:04+02:00,7207
03/05/17,move,walking,2017-05-03T19:25:04+02:00,2017-05-03T19:32:02+02:00,418
03/05/17,place,"Place in Αμπελόκηποι, Athens",2017-05-03T19:32:03+02:00,2017-05-03T19:40:10+02:00,487
03/05/17,move,transport,2017-05-03T19:40:10+02:00,2017-05-03T19:56:57+02:00,1007
03/05/17,place,"Place in Sýntagma, Athens",2017-05-03T19:56:58+02:00,2017-05-03T20:20:14+02:00,1396
03/05/17,move,walking,2017-05-03T20:20:14+02:00,2017-05-03T20:24:50+02:00,276
03/05/17,place,"Place in Sýntagma, Athens",2017-05-03T20:24:51+02:00,2017-05-03T22:25:36+02:00,7245
03/05/17,move,walking,2017-05-03T22:25:36+02:00,2017-05-03T22:33:36+02:00,480
03/05/17,place,"Place in Sýntagma, Athens",2017-05-03T22:33:37+02:00,2017-05-04T00:00:00+02:00,5183
04/05/17,place,"Place in Sýntagma, Athens",2017-05-04T00:00:00+02:00,2017-05-04T00:47:37+02:00,2857
04/05/17,place,"Place in Sýntagma, Athens",2017-05-04T00:47:38+02:00,2017-05-04T00:52:55+02:00,317
04/05/17,move,walking,2017-05-04T00:52:55+02:00,2017-05-04T01:00:33+02:00,458
04/05/17,move,transport,2017-05-04T01:00:33+02:00,2017-05-04T01:22:59+02:00,1346
04/05/17,place,Salon de Crêpes,2017-05-04T01:23:00+02:00,2017-05-04T01:34:37+02:00,697
04/05/17,move,transport,2017-05-04T01:34:37+02:00,2017-05-04T01:38:42+02:00,245
04/05/17,place,Place in Kifisiá,2017-05-04T01:38:43+02:00,2017-05-04T10:09:13+02:00,30630
04/05/17,move,transport,2017-05-04T10:09:13+02:00,2017-05-04T10:40:56+02:00,1903
04/05/17,place,Place in Spáta,2017-05-04T10:40:57+02:00,2017-05-04T10:50:08+02:00,551
04/05/17,move,walking,2017-05-04T10:50:08+02:00,2017-05-04T10:53:11+02:00,183
04/05/17,place,"Athens International Airport ""Eleftherios Venizelos""",2017-05-04T10:53:12+02:00,2017-05-04T11:14:10+02:00,1258
04/05/17,place,"Athens International Airport ""Eleftherios Venizelos""",2017-05-04T11:14:10+02:00,2017-05-04T11:25:44+02:00,694
04/05/17,move,walking,2017-05-04T11:25:44+02:00,2017-05-04T11:29:27+02:00,223
