Date,Name,Start,End,Duration,Latitude,Longitude,Category,Link
01/05/17,"Place in Omonoia, Athens",2017-05-01T00:00:00+02:00,2017-05-01T00:12:08+02:00,728,37.98359,23.726845,,
01/05/17,"Place in Omonoia, Athens",2017-05-01T00:14:57+02:00,2017-05-01T01:53:14+02:00,5897,37.982357,23.726085,,
01/05/17,Place in Kifisiá,2017-05-01T02:17:47+02:00,2017-05-01T12:15:26+02:00,35859,38.113398,23.839888,,
01/05/17,Place in Kifisiá,2017-05-01T12:15:27+02:00,2017-05-01T15:14:15+02:00,10728,38.113398,23.839888,,
01/05/17,Place in Kifisiá,2017-05-01T15:34:00+02:00,2017-05-01T15:47:53+02:00,833,38.113656,23.839727,,
01/05/17,Place in Amaroúsion,2017-05-01T16:14:33+02:00,2017-05-01T18:33:40+02:00,8347,38.0412,23.821028,,
01/05/17,"Place in Polygono, Athens",2017-05-01T19:05:07+02:00,2017-05-02T00:00:00+02:00,17693,37.99632,23.74092,,
02/05/17,"Place in Polygono, Athens",2017-05-02T00:00:00+02:00,2017-05-02T00:05:52+02:00,352,37.99632,23.74092,,
02/05/17,"Place in Exarcheia, Athens",2017-05-02T00:13:41+02:00,2017-05-02T01:08:01+02:00,3260,37.984313,23.735251,,
02/05/17,Place in Kifisiá,2017-05-02T01:40:35+02:00,2017-05-02T11:16:58+02:00,34583,38.113656,23.839727,,
02/05/17,Place in Kifisiá,2017-05-02T11:23:51+02:00,2017-05-02T12:14:50+02:00,3059,38.091526,23.821291,,
02/05/17,Place in Kifisiá,2017-05-02T12:18:10+02:00,2017-05-02T12:27:23+02:00,553,38.091068,23.82053,,
02/05/17,Place in Kifisiá,2017-05-02T12:39:29+02:00,2017-05-02T14:37:11+02:00,7062,38.113656,23.839727,,
02/05/17,Place in Khalándrion,2017-05-02T15:11:36+02:00,2017-05-02T15:22:23+02:00,647,38.020114,23.798449,,
02/05/17,Place in Khalándrion,2017-05-02T15:22:23+02:00,2017-05-02T20:06:19+02:00,17036,38.020874,23.799237,,
02/05/17,"Place in Sýntagma, Athens",2017-05-02T20:40:04+02:00,2017-05-02T20:42:38+02:00,154,37.974727,23.73133,,
02/05/17,"Place in Sýntagma, Athens",2017-05-02T20:47:59+02:00,2017-05-02T20:56:59+02:00,540,37.973676,23.733146,,
02/05/17,"Place in Sýntagma, Athens",2017-05-02T20:57:00+02:00,2017-05-03T00:00:00+02:00,10980,37.973997,23.732177,,
03/05/17,"Place in Sýntagma, Athens",2017-05-03T00:00:00+02:00,2017-05-03T00:22:46+02:00,1366,37.973997,23.732177,,
03/05/17,Place in Kifisiá,2017-05-03T00:53:45+02:00,2017-05-03T16:37:53+02:00,56648,38.113656,23.839727,,
03/05/17,"Place in Αμπελόκηποι, Athens",2017-05-03T17:24:57+02:00,2017-05-03T19:25:04+02:00,7207,37.993897,23.763058,,
03/05/17,"Place in Αμπελόκηποι, Athens",2017-05-03T19:32:03+02:00,2017-05-03T19:40:10+02:00,487,37.992451,23.763606,,
03/05/17,"Place in Sýntagma, Athens",2017-05-03T19:56:58+02:00,2017-05-03T20:20:14+02:00,1396,37.974297,23.73352,,
03/05/17,"Place in Sýntagma, Athens",2017-05-03T20:24:51+02:00,2017-05-03T22:25:36+02:00,7245,37.973417,23.734226,,
03/05/17,"Place in Sýntagma, Athens",2017-05-03T22:33:37+02:00,2017-05-04T00:00:00+02:00,5183,37.977208,23.735402,,
04/05/17,"Place in Sýntagma, Athens",2017-05-04T00:00:00+02:00,2017-05-04T00:47:37+02:00,2857,37.977208,23.735402,,
04/05/17,"Place in Sýntagma, Athens",2017-05-04T00:47:38+02:00,2017-05-04T00:52:55+02:00,317,37.977208,23.735402,,
04/05/17,Salon de Crêpes,2017-05-04T01:23:00+02:00,2017-05-04T01:34:37+02:00,697,38.088664852838,23.817100409522,,
04/05/17,Place in Kifisiá,2017-05-04T01:38:43+02:00,2017-05-04T10:09:13+02:00,30630,38.113656,23.839727,,
04/05/17,Place in Spáta,2017-05-04T10:40:57+02:00,2017-05-04T10:50:08+02:00,551,37.937069,23.947593,,
04/05/17,"Athens International Airport ""Eleftherios Venizelos""",2017-05-04T10:53:12+02:00,2017-05-04T11:14:10+02:00,1258,37.929285219053,23.937861269988,,
04/05/17,"Athens International Airport ""Eleftherios Venizelos""",2017-05-04T11:14:10+02:00,2017-05-04T11:25:44+02:00,694,37.929285219053,23.937861269988,,
04/05/17,"Athens International Airport ""Eleftherios Venizelos""",2017-05-04T11:29:27+02:00,2017-05-04T12:07:57+02:00,2310,37.929285219053,23.937861269988,,
04/05/17,Place in Spáta,2017-05-04T12:13:51+02:00,2017-05-04T12:24:33+02:00,642,37.942675,23.951661,,
04/05/17,Place in Kastrup,2017-05-04T15:27:54+02:00,2017-05-04T15:33:55+02:00,361,55.626836,12.641986,,
04/05/17,Place in Kastrup,2017-05-04T15:38:48+02:00,2017-05-04T15:41:33+02:00,165,55.628522,12.643389,,
04/05/17,Place in Kastrup,2017-05-04T15:47:18+02:00,2017-05-04T15:55:48+02:00,510,55.628572,12.648952,,
04/05/17,"Place in Christianshavn, København",2017-05-04T16:23:31+02:00,2017-05-04T17:49:14+02:00,5143,55.67439,12.59182,,
04/05/17,"Place in Amagerbro Station, København",2017-05-04T18:02:55+02:00,2017-05-04T18:07:52+02:00,297,55.65813,12.60703,,
04/05/17,"Place in Amagerbro Station, København",2017-05-04T18:11:49+02:00,2017-05-04T18:37:15+02:00,1526,55.658759,12.606938,,
04/05/17,"Place in Amagerbro Station, København",2017-05-04T18:37:16+02:00,2017-05-04T19:34:34+02:00,3438,55.65813,12.60703,,
04/05/17,"Place in Christianshavn, København",2017-05-04T19:48:41+02:00,2017-05-05T00:00:00+02:00,15079,55.67439,12.59182,,
05/05/17,"Place in Christianshavn, København",2017-05-05T00:00:00+02:00,2017-05-05T08:15:03+02:00,29703,55.67439,12.59182,,
05/05/17,"Place in Østerport, København",2017-05-05T08:22:32+02:00,2017-05-05T12:02:32+02:00,13200,55.687368,12.591419,,
05/05/17,"Place in Indre By, København",2017-05-05T12:09:50+02:00,2017-05-05T12:48:05+02:00,2295,55.687688,12.597841,,
05/05/17,"Place in Østerport, København",2017-05-05T12:54:10+02:00,2017-05-05T15:48:32+02:00,10462,55.687368,12.591419,,
05/05/17,Place in Kongens Lyngby,2017-05-05T16:31:30+02:00,2017-05-05T16:41:29+02:00,599,55.7864,12.52506,,
05/05/17,Place in Kongens Lyngby,2017-05-05T16:46:03+02:00,2017-05-05T21:41:03+02:00,17700,55.785215,12.519694,,
05/05/17,Place in Kongens Lyngby,2017-05-05T21:45:43+02:00,2017-05-05T22:15:37+02:00,1794,55.78601,12.523174,,
05/05/17,"Place in Christianshavn, København",2017-05-05T23:05:24+02:00,2017-05-06T00:00:00+02:00,3276,55.67439,12.59182,,
06/05/17,"Place in Christianshavn, København",2017-05-06T00:00:00+02:00,2017-05-06T10:33:18+02:00,37998,55.67439,12.59182,,
06/05/17,"Place in Indre By, København",2017-05-06T10:39:17+02:00,2017-05-06T18:11:47+02:00,27150,55.674089,12.582005,,
06/05/17,"Place in Christianshavn, København",2017-05-06T18:17:24+02:00,2017-05-06T18:36:28+02:00,1144,55.67657,12.594527,,
06/05/17,"Place in Christianshavn, København",2017-05-06T18:38:20+02:00,2017-05-07T00:00:00+02:00,19300,55.67439,12.59182,,
07/05/17,"Place in Christianshavn, København",2017-05-07T00:00:00+02:00,2017-05-07T11:11:39+02:00,40299,55.67439,12.59182,,
07/05/17,Place in Kongens Lyngby,2017-05-07T11:56:39+02:00,2017-05-07T12:09:43+02:00,784,55.785945,12.525357,,
07/05/17,Place in Kongens Lyngby,2017-05-07T12:12:14+02:00,2017-05-07T15:07:30+02:00,10516,55.78601,12.523174,,
07/05/17,"Place in Christianshavn, København",2017-05-07T16:24:13+02:00,2017-05-07T16:34:19+02:00,606,55.673445,12.592535,,
07/05/17,"Place in Christianshavn, København",2017-05-07T16:34:20+02:00,2017-05-07T20:35:22+02:00,14462,55.67439,12.59182,,
07/05/17,"Place in Christianshavn, København",2017-05-07T21:12:30+02:00,2017-05-08T00:00:00+02:00,10050,55.67439,12.59182,,
08/05/17,"Place in Christianshavn, København",2017-05-08T00:00:00+02:00,2017-05-08T08:01:44+02:00,28904,55.67439,12.59182,,
08/05/17,"Place in Østerport, København",2017-05-08T08:09:07+02:00,2017-05-08T12:14:46+02:00,14739,55.687368,12.591419,,
08/05/17,"Place in Indre By, København",2017-05-08T12:20:22+02:00,2017-05-08T12:57:14+02:00,2212,55.687688,12.597841,,
08/05/17,"Place in Østerport, København",2017-05-08T13:04:53+02:00,2017-05-08T16:45:29+02:00,13236,55.687368,12.591419,,
08/05/17,"Place in Christianshavn, København",2017-05-08T16:57:36+02:00,2017-05-09T00:00:00+02:00,25344,55.67439,12.59182,,
09/05/17,"Place in Christianshavn, København",2017-05-09T00:00:00+02:00,2017-05-09T07:58:09+02:00,28689,55.67439,12.59182,,
09/05/17,"Place in Christianshavn, København",2017-05-09T07:58:10+02:00,2017-05-09T09:37:07+02:00,5937,55.674805,12.592603,,
09/05/17,Place in Kongens Lyngby,2017-05-09T10:21:39+02:00,2017-05-09T10:37:36+02:00,957,55.785622,12.524445,,
09/05/17,Place in Kongens Lyngby,2017-05-09T10:42:56+02:00,2017-05-09T12:38:27+02:00,6931,55.785177,12.520278,,
09/05/17,Place in Kongens Lyngby,2017-05-09T12:46:08+02:00,2017-05-09T13:13:38+02:00,1650,55.786811,12.524389,,
09/05/17,Place in Kongens Lyngby,2017-05-09T13:16:10+02:00,2017-05-09T23:23:06+02:00,36416,55.785177,12.520278,,
09/05/17,Place in Kongens Lyngby,2017-05-09T23:29:39+02:00,2017-05-09T23:34:58+02:00,319,55.785945,12.525357,,
10/05/17,"Place in Christianshavn, København",2017-05-10T00:19:26+02:00,2017-05-10T07:49:46+02:00,27020,55.67439,12.59182,,
10/05/17,"Place in Østerport, København",2017-05-10T07:59:49+02:00,2017-05-10T11:57:47+02:00,14278,55.687368,12.591419,,
10/05/17,Place in Kongens Lyngby,2017-05-10T12:54:47+02:00,2017-05-10T13:08:29+02:00,822,55.783588,12.518219,,
10/05/17,Place in Kongens Lyngby,2017-05-10T13:12:21+02:00,2017-05-10T13:27:00+02:00,879,55.7864,12.52506,,
10/05/17,Place in Kongens Lyngby,2017-05-10T13:27:01+02:00,2017-05-10T13:39:12+02:00,731,55.785869,12.523583,,
10/05/17,"Place in Indre By, København",2017-05-10T14:19:07+02:00,2017-05-10T14:26:44+02:00,457,55.679694,12.563952,,
10/05/17,"Place in Indre By, København",2017-05-10T14:36:20+02:00,2017-05-10T14:47:25+02:00,665,55.683745,12.571323,,
10/05/17,"Place in Indre By, København",2017-05-10T14:51:41+02:00,2017-05-10T14:54:07+02:00,146,55.685719,12.567905,,
10/05/17,Place in Gentofte,2017-05-10T15:35:00+02:00,2017-05-10T17:01:35+02:00,5195,55.753531,12.519848,,
10/05/17,"Place in Indre By, København",2017-05-10T17:31:50+02:00,2017-05-10T17:40:22+02:00,512,55.682124,12.580935,,
10/05/17,"Place in Christianshavn, København",2017-05-10T17:46:33+02:00,2017-05-10T17:57:33+02:00,660,55.673445,12.592535,,
10/05/17,"Place in Christianshavn, København",2017-05-10T17:57:34+02:00,2017-05-10T20:58:57+02:00,10883,55.67439,12.59182,,
10/05/17,"Place in Christianshavn, København",2017-05-10T21:40:55+02:00,2017-05-11T00:00:00+02:00,8345,55.67439,12.59182,,
11/05/17,"Place in Christianshavn, København",2017-05-11T00:00:00+02:00,2017-05-11T08:02:10+02:00,28930,55.67439,12.59182,,
11/05/17,"Place in Østerport, København",2017-05-11T08:14:49+02:00,2017-05-11T11:06:24+02:00,10295,55.687368,12.591419,,
11/05/17,"Place in Østerport, København",2017-05-11T11:06:25+02:00,2017-05-11T12:23:25+02:00,4620,55.687969,12.591693,,
11/05/17,"Place in Indre By, København",2017-05-11T12:30:20+02:00,2017-05-11T13:00:46+02:00,1826,55.687688,12.597841,,
11/05/17,"Place in Østerport, København",2017-05-11T13:06:14+02:00,2017-05-11T16:38:14+02:00,12720,55.687368,12.591419,,
11/05/17,"Place in Indre By, København",2017-05-11T16:41:59+02:00,2017-05-11T16:57:31+02:00,932,55.679422,12.58529,,
11/05/17,"Place in Christianshavn, København",2017-05-11T17:05:14+02:00,2017-05-11T17:54:13+02:00,2939,55.67439,12.59182,,
11/05/17,"Place in Christianshavn, København",2017-05-11T17:57:39+02:00,2017-05-11T18:46:28+02:00,2929,55.674233,12.593444,,
11/05/17,"Place in Christianshavn, København",2017-05-11T18:46:29+02:00,2017-05-11T21:28:23+02:00,9714,55.67439,12.59182,,
11/05/17,"Place in Christianshavn, København",2017-05-11T21:28:24+02:00,2017-05-11T21:37:22+02:00,538,55.672154,12.592267,,
11/05/17,Place in Copenhagen,2017-05-11T21:50:49+02:00,2017-05-11T23:44:16+02:00,6807,55.679047,12.615241,,
11/05/17,"Place in Christianshavn, København",2017-05-11T23:56:46+02:00,2017-05-12T00:00:00+02:00,194,55.67439,12.59182,,
12/05/17,"Place in Christianshavn, København",2017-05-12T00:00:00+02:00,2017-05-12T00:04:58+02:00,298,55.67439,12.59182,,
12/05/17,"Place in Indre By, København",2017-05-12T00:12:52+02:00,2017-05-12T00:30:28+02:00,1056,55.681484,12.585187,,
12/05/17,"Place in Christianshavn, København",2017-05-12T00:37:32+02:00,2017-05-12T11:14:30+02:00,38218,55.67439,12.59182,,
12/05/17,Place in Kongens Lyngby,2017-05-12T12:04:10+02:00,2017-05-12T12:20:07+02:00,957,55.78553,12.52514,,
12/05/17,Place in Kongens Lyngby,2017-05-12T12:23:07+02:00,2017-05-12T15:23:52+02:00,10845,55.785177,12.520278,,
12/05/17,Place in Kongens Lyngby,2017-05-12T15:29:58+02:00,2017-05-12T15:49:45+02:00,1187,55.783588,12.518219,,
12/05/17,Place in Kongens Lyngby,2017-05-12T15:57:46+02:00,2017-05-12T16:07:42+02:00,596,55.78253,12.519135,,
12/05/17,Place in Kongens Lyngby,2017-05-12T16:11:53+02:00,2017-05-12T18:33:55+02:00,8522,55.784882,12.519755,,
12/05/17,"Place in Christianshavn, København",2017-05-12T19:24:48+02:00,2017-05-12T20:13:08+02:00,2900,55.67439,12.59182,,
12/05/17,"Place in Islands Brygge, København",2017-05-12T20:18:39+02:00,2017-05-12T23:14:33+02:00,10554,55.666792,12.581635,,
12/05/17,"Place in Vesterbro, København",2017-05-12T23:24:22+02:00,2017-05-13T00:00:00+02:00,2138,55.667501,12.560459,,
13/05/17,"Place in Vesterbro, København",2017-05-13T00:00:00+02:00,2017-05-13T00:10:15+02:00,615,55.667501,12.560459,,
